object_name,sectors,ownership_level,service_scale,object_type,process_criticality,critical_process_count,interaction_count,continuous_operation,scada_used,classified_info,life_health_applicable,life_health_level,life_support_applicable,life_support_level,transport_applicable,transport_level,communications_applicable,communications_level,government_service_applicable,government_service_level,government_function_applicable,government_function_level,international_treaty_applicable,international_treaty_level,entity_income_loss_applicable,entity_income_loss_level,federal_budget_loss_applicable,federal_budget_loss_level,financial_market_applicable,financial_market_level,environment_applicable,environment_level,control_center_applicable,control_center_level,defense_order_applicable,defense_order_level,defense_security_system_applicable,defense_security_system_level,category_level,significance_score
Платформа Атомная энергия #325,nuclear|chemistry,federal,intersectoral,information_system,6,5,6,True,False,True,True,0,False,0,False,0,False,0,False,0,False,0,False,0,False,0,False,0,False,0,True,3,False,0,False,0,False,0,3,90
АСУ Финансовый рынок #326,finance,federal,intersectoral,process_control_system,4,5,13,True,True,False,False,0,False,0,False,0,False,0,False,0,False,0,False,0,False,0,False,0,True,0,False,0,True,1,False,0,False,0,1,32
Сервис Госрегистрация прав #327,real_estate,municipal,intersectoral,telecom_network,1,1,12,True,True,False,True,3,False,0,False,0,False,0,True,0,True,1,False,0,False,0,False,0,False,0,False,0,False,0,False,0,False,0,3,97
Платформа Ракетно-космическая промышленность #328,space,regional,local,information_system,6,7,14,True,False,False,False,0,False,0,False,0,False,0,False,0,False,0,True,1,False,0,False,0,False,0,False,0,True,1,False,0,True,0,1,39
АСУ Оборонная промышленность #329,defense|chemistry|transport,federal,regional,process_control_system,3,1,5,True,True,True,False,0,False,0,True,3,False,0,False,0,False,0,False,0,True,3,False,0,False,0,True,2,True,2,True,1,True,2,3,100
Подсистема Наука #330,science,regional,local,process_control_system,6,7,23,True,True,False,True,1,True,0,False,0,False,0,False,0,False,0,False,0,False,0,False,0,False,0,False,0,False,0,False,0,False,0,1,32
Сервис Горнодобывающая промышленность #331,mining,federal,local,information_system,6,8,44,False,False,False,False,0,False,0,False,0,False,0,True,3,False,0,False,0,False,0,True,2,False,0,False,0,False,0,False,0,False,0,3,100
Подсистема Энергетика #332,energy,municipal,federal,information_system,10,9,42,True,False,False,False,0,False,0,False,0,False,0,False,0,False,0,False,0,False,0,False,0,False,0,False,0,False,0,False,0,False,0,0,0
Контур Наука #333,science,regional,regional,information_system,2,3,8,False,False,False,False,0,False,0,False,0,False,0,False,0,False,0,False,0,True,3,False,0,False,0,False,0,False,0,False,0,False,0,3,90
Платформа Финансовый рынок #334,finance,municipal,regional,information_system,5,1,29,False,False,True,False,0,False,0,False,0,False,0,False,0,False,0,False,0,True,0,True,1,True,2,False,0,False,0,False,0,False,0,2,68
АСУ Транспорт #335,transport,municipal,regional,information_system,6,3,46,True,False,False,False,0,False,0,True,2,False,0,False,0,False,0,False,0,False,0,False,0,False,0,False,0,True,2,False,0,False,0,2,72
АСУ Химическая промышленность #336,chemistry,private,regional,process_control_system,10,10,47,True,True,False,False,0,True,3,False,0,False,0,True,3,False,0,False,0,True,0,False,0,False,0,True,3,True,3,False,0,False,0,3,100
АСУ Наука #337,science,regional,regional,information_system,10,10,33,True,False,True,False,0,False,0,False,0,False,0,False,0,False,0,False,0,False,0,False,0,False,0,False,0,False,0,False,0,False,0,0,0
ИС Металлургическая промышленность #338,metallurgy,private,regional,information_system,8,3,20,True,True,False,False,0,False,0,False,0,False,0,False,0,False,0,False,0,False,0,False,0,False,0,True,2,False,0,False,0,False,0,2,61
АСУ Госрегистрация прав #339,real_estate,federal,intersectoral,information_system,5,1,3,False,False,False,False,0,False,0,False,0,False,0,True,0,False,0,False,0,False,0,False,0,False,0,False,0,False,0,False,0,False,0,0,0
ИС Ракетно-космическая промышленность #340,space,private,federal,process_control_system,5,2,40,False,True,False,False,0,True,1,False,0,False,0,False,0,False,0,False,0,False,0,True,1,False,0,False,0,True,1,False,0,False,0,1,46
Платформа Связь #341,communications,municipal,federal,process_control_system,4,3,21,False,True,False,False,0,True,3,False,0,True,3,False,0,False,0,False,0,False,0,False,0,False,0,False,0,False,0,False,0,True,3,3,100
АСУ Связь #342,communications,private,intersectoral,process_control_system,6,4,4,True,True,True,False,0,False,0,False,0,True,2,False,0,False,0,False,0,False,0,False,0,False,0,False,0,False,0,False,0,False,0,2,61
Сервис Транспорт #343,transport,municipal,local,information_system,9,7,58,True,False,False,True,2,True,3,True,1,False,0,False,0,False,0,False,0,False,0,False,0,False,0,False,0,False,0,False,0,False,0,3,100
Сервис ТЭК #344,fuel_energy,federal,regional,telecom_network,7,6,10,True,False,False,True,0,True,3,False,0,False,0,False,0,False,0,False,0,False,0,True,3,False,0,True,3,False,0,False,0,False,0,3,100
Контур Финансовый рынок #345,finance,federal,local,information_system,7,6,28,False,False,False,False,0,False,0,False,0,False,0,False,0,False,0,False,0,True,3,True,1,True,2,False,0,False,0,False,0,False,0,3,100
Подсистема Горнодобывающая промышленность #346,mining,private,local,information_system,7,9,23,True,False,False,False,0,False,0,False,0,False,0,False,0,False,0,False,0,False,0,False,0,False,0,False,0,False,0,False,0,False,0,0,0
Платформа Связь #347,communications,regional,local,process_control_system,9,10,36,True,True,False,False,0,True,0,False,0,True,2,False,0,True,2,False,0,False,0,False,0,False,0,False,0,True,3,False,0,True,3,3,100
Сервис Наука #348,science,municipal,intersectoral,telecom_network,5,5,21,True,False,False,False,0,False,0,False,0,False,0,False,0,False,0,False,0,False,0,False,0,False,0,False,0,False,0,False,0,False,0,0,0
ИС Наука #349,science,private,local,information_system,7,10,30,True,False,True,False,0,False,0,False,0,False,0,False,0,False,0,False,0,False,0,False,0,False,0,False,0,False,0,False,0,False,0,0,0
Платформа Химическая промышленность #350,chemistry,private,regional,process_control_system,9,1,27,True,True,True,True,0,False,0,False,0,False,0,False,0,False,0,False,0,False,0,False,0,False,0,True,3,True,2,False,0,False,0,3,100
Подсистема Наука #351,science|metallurgy,private,regional,information_system,3,6,30,False,True,False,False,0,False,0,False,0,False,0,False,0,False,0,False,0,False,0,False,0,False,0,True,3,False,0,False,0,False,0,3,90
Платформа Химическая промышленность #352,chemistry|energy|finance,municipal,local,telecom_network,7,1,24,True,False,True,False,0,True,0,False,0,False,0,False,0,False,0,False,0,False,0,True,0,True,2,True,1,False,0,False,0,False,0,2,68
АСУ ТЭК #353,fuel_energy,regional,federal,information_system,6,6,8,False,True,True,True,1,False,0,False,0,False,0,False,0,False,0,False,0,True,3,True,3,False,0,True,2,False,0,False,0,False,0,3,100
Подсистема Финансовый рынок #354,finance,federal,federal,information_system,4,5,22,True,False,False,False,0,False,0,False,0,False,0,False,0,True,2,True,0,False,0,False,0,True,3,False,0,False,0,False,0,False,0,3,100
АСУ Связь #355,communications,private,federal,process_control_system,10,9,17,True,True,False,False,0,False,0,False,0,True,3,True,3,True,3,False,0,False,0,False,0,False,0,False,0,False,0,False,0,True,3,3,100
Сервис Ракетно-космическая промышленность #356,space|energy,federal,intersectoral,information_system,5,1,16,True,False,True,False,0,False,0,False,0,False,0,False,0,False,0,False,0,False,0,False,0,False,0,True,2,False,0,False,0,False,0,2,61
ИС Здравоохранение #357,health,private,local,information_system,1,2,19,False,True,True,True,3,True,1,False,0,False,0,False,0,False,0,False,0,False,0,False,0,False,0,False,0,False,0,False,0,False,0,3,97
ИС Оборонная промышленность #358,defense|fuel_energy,private,regional,process_control_system,8,5,39,True,True,True,True,0,False,0,True,3,False,0,False,0,False,0,False,0,False,0,True,1,False,0,False,0,True,1,False,0,True,0,3,100
ИС Здравоохранение #359,health,federal,regional,telecom_network,6,5,19,True,False,False,True,3,False,0,False,0,False,0,False,0,False,0,False,0,False,0,False,0,False,0,False,0,False,0,False,0,False,0,3,90
Платформа Оборонная промышленность #360,defense,regional,regional,information_system,4,6,36,False,True,True,False,0,False,0,False,0,False,0,False,0,False,0,True,2,False,0,False,0,False,0,False,0,False,0,True,2,True,1,2,79
ИС Транспорт #361,transport,private,local,information_system,2,5,3,True,False,True,True,2,True,2,True,3,False,0,False,0,False,0,False,0,False,0,False,0,False,0,False,0,False,0,False,0,False,0,3,100
Подсистема Здравоохранение #362,health,federal,regional,process_control_system,8,4,54,True,True,False,True,0,False,0,False,0,False,0,False,0,False,0,False,0,False,0,False,0,False,0,True,0,False,0,False,0,False,0,0,0
Сервис Транспорт #363,transport,federal,regional,information_system,6,9,40,True,False,True,False,0,True,0,True,0,False,0,False,0,False,0,False,0,False,0,False,0,False,0,False,0,True,2,True,3,False,0,3,100
Сервис Здравоохранение #364,health|space,municipal,local,information_system,5,3,8,False,False,False,True,0,False,0,False,0,False,0,False,0,False,0,False,0,True,3,False,0,False,0,True,3,False,0,False,0,False,0,3,100
Платформа Атомная энергия #365,nuclear|metallurgy,regional,local,telecom_network,6,6,29,False,False,False,False,0,True,2,False,0,False,0,False,0,False,0,False,0,False,0,True,3,False,0,True,2,False,0,False,0,False,0,3,100
Контур Здравоохранение #366,health,private,regional,information_system,7,4,22,True,False,False,True,1,False,0,False,0,False,0,False,0,False,0,False,0,False,0,False,0,False,0,False,0,False,0,False,0,True,3,3,97
ИС Госрегистрация прав #367,real_estate|fuel_energy,regional,federal,information_system,6,2,17,True,False,True,True,0,True,2,False,0,False,0,True,0,False,0,False,0,False,0,True,3,False,0,True,0,False,0,False,0,False,0,3,100
Контур Финансовый рынок #368,finance,private,federal,process_control_system,5,8,24,True,True,False,False,0,True,1,False,0,False,0,False,0,False,0,False,0,False,0,False,0,True,0,False,0,True,1,False,0,False,0,1,39
Платформа Атомная энергия #369,nuclear,regional,local,information_system,9,11,8,True,False,False,True,1,False,0,False,0,False,0,False,0,False,0,False,0,False,0,False,0,False,0,True,3,False,0,False,0,False,0,3,97
Платформа ТЭК #370,fuel_energy|finance,municipal,local,information_system,7,8,20,True,False,False,False,0,False,0,False,0,True,0,False,0,False,0,False,0,True,0,False,0,True,3,False,0,False,0,False,0,False,0,3,90
Платформа Металлургическая промышленность #371,metallurgy,regional,intersectoral,information_system,3,4,18,False,False,False,False,0,False,0,False,0,False,0,False,0,False,0,False,0,True,3,False,0,False,0,False,0,False,0,False,0,False,0,3,90
ИС Здравоохранение #372,health,federal,regional,process_control_system,7,2,40,False,True,True,True,3,False,0,False,0,False,0,False,0,False,0,False,0,False,0,False,0,False,0,False,0,False,0,False,0,False,0,3,90
Контур Энергетика #373,energy,private,regional,information_system,5,1,5,True,True,True,True,0,False,0,False,0,False,0,False,0,False,0,False,0,False,0,False,0,False,0,False,0,False,0,False,0,False,0,0,0
ИС Ракетно-космическая промышленность #374,space,regional,local,information_system,9,2,48,True,False,False,False,0,False,0,False,0,False,0,False,0,False,0,False,0,False,0,False,0,False,0,False,0,False,0,False,0,False,0,0,0
Подсистема Химическая промышленность #375,chemistry,private,federal,process_control_system,3,3,17,True,True,False,True,3,True,3,False,0,False,0,False,0,False,0,False,0,True,0,True,2,False,0,True,1,False,0,False,0,False,0,3,100
Сервис Здравоохранение #376,health,private,local,telecom_network,7,2,4,True,False,False,True,3,False,0,False,0,False,0,False,0,False,0,True,1,True,2,False,0,False,0,False,0,True,0,False,0,False,0,3,100
Подсистема ТЭК #377,fuel_energy,municipal,federal,telecom_network,8,7,6,True,False,False,True,1,False,0,False,0,False,0,False,0,False,0,False,0,True,0,True,1,False,0,False,0,False,0,False,0,False,0,1,39
Подсистема Оборонная промышленность #378,defense|chemistry,private,local,telecom_network,5,7,6,True,False,True,False,0,False,0,False,0,True,0,False,0,False,0,False,0,True,3,True,3,False,0,True,1,True,0,True,2,True,3,3,100
АСУ Ракетно-космическая промышленность #379,space,regional,intersectoral,information_system,4,3,34,False,False,True,False,0,False,0,False,0,False,0,False,0,False,0,False,0,False,0,False,0,False,0,False,0,False,0,False,0,False,0,0,0
Контур Госрегистрация прав #380,real_estate,federal,federal,information_system,1,2,11,False,False,False,False,0,True,2,False,0,False,0,False,0,True,1,False,0,False,0,True,0,False,0,False,0,False,0,False,0,False,0,2,68
Сервис Здравоохранение #381,health,federal,intersectoral,telecom_network,9,1,20,True,False,False,False,0,False,0,False,0,False,0,False,0,False,0,False,0,False,0,False,0,False,0,False,0,False,0,False,0,False,0,0,0
Сервис ТЭК #382,fuel_energy,municipal,federal,information_system,4,1,30,True,False,False,False,0,False,0,False,0,False,0,True,0,False,0,False,0,False,0,False,0,False,0,True,0,False,0,False,0,False,0,0,0
Контур Оборонная промышленность #383,defense|communications,municipal,regional,information_system,4,4,26,False,False,True,False,0,True,0,False,0,True,3,False,0,True,2,False,0,True,1,False,0,False,0,False,0,True,2,True,0,True,1,3,100
Платформа Энергетика #384,energy|health|defense,federal,local,information_system,5,5,41,True,True,True,True,2,False,0,True,2,False,0,False,0,False,0,False,0,True,3,False,0,False,0,True,1,False,0,True,2,True,3,3,100
Подсистема Здравоохранение #385,health,regional,regional,process_control_system,8,4,13,True,True,False,True,1,False,0,False,0,False,0,True,3,False,0,False,0,False,0,False,0,False,0,False,0,False,0,False,0,False,0,3,97
Подсистема Энергетика #386,energy|health,regional,regional,information_system,9,7,12,True,False,False,True,2,True,0,False,0,False,0,False,0,False,0,False,0,False,0,False,0,False,0,True,3,False,0,False,0,False,0,3,100
Контур Наука #387,science,municipal,federal,telecom_network,7,10,6,True,False,False,False,0,False,0,False,0,False,0,True,2,False,0,False,0,False,0,False,0,False,0,False,0,False,0,False,0,False,0,2,61
Сервис Здравоохранение #388,health,regional,federal,information_system,5,7,18,True,False,False,True,2,False,0,False,0,False,0,False,0,False,0,False,0,False,0,False,0,False,0,False,0,False,0,False,0,False,0,2,61
АСУ Здравоохранение #389,health|defense,private,regional,information_system,8,2,49,True,False,True,True,2,False,0,False,0,False,0,False,0,False,0,False,0,False,0,False,0,False,0,False,0,False,0,True,2,True,0,2,72
Подсистема Энергетика #390,energy|real_estate,regional,regional,telecom_network,7,9,8,True,False,True,False,0,True,2,False,0,False,0,True,2,True,3,False,0,False,0,False,0,False,0,False,0,True,1,False,0,False,0,3,100
Сервис Транспорт #391,transport|mining,federal,regional,information_system,5,2,29,False,False,False,False,0,False,0,True,3,False,0,True,3,False,0,False,0,True,3,False,0,False,0,True,3,False,0,False,0,False,0,3,100
Контур Ракетно-космическая промышленность #392,space,private,intersectoral,telecom_network,5,4,39,False,False,False,False,0,False,0,False,0,False,0,False,0,False,0,False,0,False,0,False,0,False,0,False,0,False,0,False,0,False,0,0,0
Контур ТЭК #393,fuel_energy,regional,local,information_system,3,5,8,False,False,False,False,0,False,0,False,0,False,0,False,0,False,0,False,0,False,0,False,0,False,0,True,3,False,0,False,0,False,0,3,90
Платформа Госрегистрация прав #394,real_estate|health,regional,federal,information_system,6,9,2,False,False,False,True,0,False,0,False,0,False,0,False,0,True,2,False,0,False,0,False,0,False,0,False,0,False,0,False,0,False,0,2,61
АСУ Здравоохранение #395,health|finance,federal,local,information_system,4,4,37,False,False,False,False,0,False,0,False,0,False,0,False,0,False,0,False,0,True,1,False,0,True,3,False,0,True,3,False,0,False,0,3,100
Сервис Ракетно-космическая промышленность #396,space,regional,local,information_system,5,7,42,True,False,False,False,0,False,0,False,0,False,0,False,0,False,0,False,0,False,0,False,0,False,0,False,0,True,3,False,0,True,1,3,97
Сервис Финансовый рынок #397,finance,federal,local,process_control_system,6,4,36,True,True,False,False,0,False,0,False,0,False,0,False,0,False,0,False,0,True,3,False,0,True,3,True,2,True,1,False,0,False,0,3,100
АСУ Транспорт #398,transport,municipal,local,information_system,7,7,3,True,False,False,True,2,True,3,True,0,False,0,False,0,False,0,False,0,False,0,False,0,False,0,False,0,True,2,False,0,False,0,3,100
Подсистема Энергетика #399,energy,private,local,information_system,7,7,18,True,False,False,False,0,False,0,False,0,False,0,False,0,False,0,False,0,False,0,True,3,False,0,False,0,False,0,False,0,False,0,3,90
Сервис Транспорт #400,transport|fuel_energy,municipal,federal,information_system,5,1,21,True,False,False,True,0,True,3,False,0,False,0,False,0,False,0,False,0,False,0,False,0,False,0,True,1,False,0,False,0,False,0,3,97
АСУ Горнодобывающая промышленность #401,mining|transport,municipal,federal,information_system,2,4,9,True,False,False,False,0,True,3,True,0,False,0,False,0,False,0,False,0,True,0,False,0,False,0,False,0,False,0,False,0,False,0,3,90
Сервис ТЭК #402,fuel_energy,private,intersectoral,information_system,7,7,42,True,False,False,False,0,True,1,False,0,False,0,False,0,False,0,False,0,True,3,False,0,False,0,True,0,False,0,False,0,False,0,3,97
АСУ ТЭК #403,fuel_energy|metallurgy,regional,regional,process_control_system,10,9,65,True,True,False,True,3,True,3,False,0,False,0,False,0,False,0,False,0,False,0,True,1,False,0,True,2,True,2,False,0,False,0,3,100
АСУ Финансовый рынок #404,finance,private,intersectoral,information_system,7,3,23,True,False,False,False,0,False,0,False,0,False,0,False,0,False,0,False,0,True,3,True,3,True,3,False,0,False,0,False,0,False,0,3,100
Сервис Оборонная промышленность #405,defense,municipal,intersectoral,process_control_system,2,4,24,False,True,True,True,3,False,0,False,0,False,0,False,0,False,0,False,0,True,3,False,0,False,0,False,0,True,3,True,3,False,0,3,100
Контур Транспорт #406,transport|nuclear,federal,federal,information_system,9,9,16,True,False,False,False,0,False,0,True,2,False,0,False,0,False,0,False,0,False,0,False,0,False,0,True,3,False,0,False,0,False,0,3,100
ИС Связь #407,communications,private,regional,information_system,8,2,14,True,False,True,False,0,True,1,False,0,True,3,False,0,False,0,False,0,False,0,False,0,False,0,False,0,False,0,False,0,True,2,3,100
АСУ Оборонная промышленность #408,defense,municipal,federal,information_system,7,5,7,False,False,True,False,0,False,0,False,0,False,0,False,0,False,0,False,0,True,3,False,0,False,0,False,0,True,3,True,3,True,3,3,100
АСУ Оборонная промышленность #409,defense,regional,regional,information_system,5,6,23,True,False,True,False,0,False,0,False,0,False,0,False,0,False,0,False,0,False,0,False,0,False,0,False,0,True,1,True,3,True,1,3,100
Контур Химическая промышленность #410,chemistry,private,intersectoral,process_control_system,9,8,24,True,True,False,True,3,True,0,False,0,False,0,True,0,False,0,False,0,True,1,False,0,False,0,True,3,False,0,False,0,False,0,3,100
Контур Атомная энергия #411,nuclear,regional,intersectoral,process_control_system,7,9,2,False,True,False,True,3,False,0,False,0,False,0,False,0,False,0,False,0,False,0,False,0,False,0,True,2,False,0,False,0,False,0,3,100
Платформа Госрегистрация прав #412,real_estate|transport|communications,regional,local,telecom_network,7,8,17,True,True,True,True,0,False,0,True,3,True,0,True,2,True,3,True,2,False,0,False,0,False,0,False,0,True,3,False,0,False,0,3,100
АСУ Связь #413,communications|fuel_energy,federal,regional,information_system,4,1,12,False,False,False,False,0,True,3,False,0,True,2,False,0,False,0,False,0,False,0,True,2,False,0,False,0,False,0,False,0,False,0,3,100
Контур Финансовый рынок #414,finance,regional,federal,information_system,4,1,26,True,False,False,False,0,False,0,False,0,False,0,False,0,False,0,False,0,True,2,False,0,True,1,False,0,False,0,False,0,False,0,2,68
Сервис Связь #415,communications,federal,local,information_system,5,7,5,False,False,True,False,0,False,0,False,0,True,1,False,0,False,0,False,0,False,0,False,0,False,0,False,0,False,0,False,0,False,0,1,32
АСУ Химическая промышленность #416,chemistry,private,federal,telecom_network,7,9,26,False,True,False,True,2,False,0,False,0,True,1,False,0,True,3,False,0,True,1,False,0,False,0,True,1,False,0,False,0,False,0,3,100
АСУ Финансовый рынок #417,finance|chemistry|energy,regional,local,information_system,4,4,19,True,False,False,True,1,False,0,False,0,False,0,True,1,False,0,False,0,False,0,True,0,True,0,True,3,True,0,False,0,False,0,3,100
Сервис Связь #418,communications|fuel_energy,private,local,process_control_system,7,2,30,True,True,False,True,3,True,0,False,0,True,2,False,0,False,0,False,0,False,0,False,0,False,0,True,0,False,0,False,0,True,1,3,100
Подсистема Атомная энергия #419,nuclear,regional,federal,telecom_network,8,4,42,True,False,False,True,0,False,0,False,0,False,0,False,0,False,0,False,0,True,0,False,0,False,0,False,0,False,0,False,0,False,0,0,0
Сервис Металлургическая промышленность #420,metallurgy|nuclear,federal,federal,information_system,2,3,11,False,False,True,False,0,False,0,False,0,False,0,False,0,False,0,False,0,True,1,False,0,False,0,True,1,False,0,False,0,False,0,1,39
Платформа Оборонная промышленность #421,defense,regional,federal,information_system,8,7,55,True,True,True,True,1,True,3,True,2,False,0,False,0,False,0,False,0,False,0,False,0,False,0,False,0,False,0,True,1,True,0,3,100
Платформа Здравоохранение #422,health,federal,federal,process_control_system,9,9,35,True,True,True,True,1,False,0,False,0,False,0,False,0,False,0,False,0,True,0,False,0,False,0,False,0,True,3,False,0,False,0,3,97
Платформа Госрегистрация прав #423,real_estate,regional,regional,process_control_system,5,3,21,True,True,False,False,0,False,0,False,0,False,0,True,1,False,0,False,0,False,0,False,0,False,0,True,3,True,3,False,0,True,3,3,100
Контур Финансовый рынок #424,finance|health,federal,federal,information_system,4,3,20,True,False,False,False,0,True,2,False,0,False,0,False,0,False,0,False,0,True,2,True,3,True,0,False,0,False,0,False,0,False,0,3,100
ИС Финансовый рынок #425,finance,private,regional,information_system,4,3,7,True,False,False,False,0,False,0,False,0,False,0,False,0,False,0,False,0,True,1,False,0,True,2,False,0,False,0,False,0,False,0,2,68
Сервис Оборонная промышленность #426,defense|transport|science,regional,regional,information_system,9,6,48,True,False,True,True,2,False,0,True,3,False,0,False,0,False,0,True,0,False,0,False,0,False,0,True,0,False,0,True,3,True,0,3,100
АСУ Наука #427,science,regional,local,process_control_system,5,6,22,False,True,False,False,0,False,0,False,0,False,0,False,0,False,0,False,0,False,0,False,0,False,0,False,0,False,0,False,0,False,0,0,0
Контур Здравоохранение #428,health|energy,municipal,regional,information_system,7,4,22,True,False,False,True,2,False,0,False,0,False,0,False,0,False,0,False,0,False,0,False,0,False,0,True,1,False,0,False,0,False,0,2,68
АСУ Энергетика #429,energy|fuel_energy,regional,regional,information_system,8,6,2,True,False,False,True,2,True,3,False,0,False,0,False,0,False,0,False,0,False,0,False,0,False,0,False,0,True,1,False,0,False,0,3,100
Платформа Финансовый рынок #430,finance|space,private,regional,process_control_system,4,4,36,True,True,False,False,0,True,1,False,0,False,0,True,0,False,0,False,0,False,0,False,0,True,2,False,0,True,2,False,0,True,0,2,79
Подсистема Энергетика #431,energy,municipal,federal,information_system,9,10,25,False,True,False,False,0,False,0,False,0,False,0,False,0,False,0,False,0,True,2,False,0,False,0,True,1,False,0,False,0,False,0,2,68
АСУ Финансовый рынок #432,finance,municipal,federal,process_control_system,5,8,13,True,True,False,False,0,True,0,False,0,False,0,False,0,False,0,True,0,False,0,False,0,True,2,False,0,True,0,False,0,False,0,2,61
Подсистема Здравоохранение #433,health|finance|defense,municipal,local,telecom_network,5,1,33,True,False,True,True,0,False,0,False,0,False,0,False,0,False,0,True,3,False,0,False,0,True,3,False,0,False,0,True,1,True,3,3,100
АСУ Металлургическая промышленность #434,metallurgy,private,regional,telecom_network,7,7,12,True,False,False,False,0,False,0,False,0,False,0,False,0,False,0,False,0,True,0,True,1,False,0,False,0,False,0,False,0,False,0,1,32
АСУ ТЭК #435,fuel_energy|health,private,federal,telecom_network,6,4,22,True,False,False,True,0,True,1,False,0,False,0,False,0,False,0,False,0,False,0,False,0,False,0,False,0,False,0,False,0,False,0,1,32
Платформа Связь #436,communications,private,local,information_system,2,1,7,False,True,False,False,0,False,0,False,0,True,2,False,0,False,0,False,0,False,0,False,0,False,0,False,0,True,3,False,0,False,0,3,100
Сервис Финансовый рынок #437,finance,private,local,information_system,5,6,12,True,False,True,False,0,False,0,False,0,False,0,False,0,False,0,False,0,False,0,False,0,True,3,False,0,False,0,False,0,False,0,3,90
Сервис Химическая промышленность #438,chemistry,regional,federal,telecom_network,8,5,55,True,False,False,False,0,False,0,False,0,False,0,False,0,False,0,False,0,False,0,False,0,False,0,False,0,False,0,False,0,False,0,0,0
Подсистема Транспорт #439,transport,regional,local,telecom_network,3,5,15,False,False,False,True,3,False,0,True,3,True,3,False,0,False,0,False,0,False,0,False,0,False,0,False,0,False,0,False,0,False,0,3,100
АСУ Оборонная промышленность #440,defense,regional,intersectoral,information_system,3,3,32,True,False,True,False,0,False,0,False,0,False,0,False,0,False,0,True,1,True,1,False,0,False,0,False,0,True,3,True,0,True,0,3,100
Контур Ракетно-космическая промышленность #441,space,municipal,regional,information_system,2,2,27,True,False,False,False,0,False,0,False,0,False,0,False,0,True,1,True,3,False,0,False,0,False,0,False,0,False,0,True,0,False,0,3,97
Платформа Металлургическая промышленность #442,metallurgy,regional,regional,information_system,4,7,16,False,False,False,False,0,False,0,False,0,False,0,False,0,True,3,False,0,True,0,False,0,False,0,True,2,False,0,False,0,False,0,3,100
АСУ Энергетика #443,energy,private,regional,information_system,9,12,25,True,True,False,False,0,True,2,False,0,False,0,False,0,False,0,False,0,True,1,True,2,False,0,True,3,True,1,False,0,False,0,3,100
ИС ТЭК #444,fuel_energy,private,federal,telecom_network,3,5,5,False,False,False,True,1,True,1,False,0,True,3,False,0,False,0,False,0,True,2,False,0,False,0,False,0,False,0,False,0,True,1,3,100
Платформа Оборонная промышленность #445,defense,federal,regional,information_system,5,3,31,True,False,True,False,0,False,0,False,0,False,0,False,0,False,0,False,0,True,3,False,0,False,0,False,0,False,0,True,2,True,3,3,100
ИС Оборонная промышленность #446,defense|communications,municipal,federal,information_system,5,4,25,True,False,True,False,0,False,0,False,0,True,3,False,0,False,0,True,3,False,0,False,0,False,0,False,0,False,0,True,3,True,0,3,100
Контур Химическая промышленность #447,chemistry,regional,regional,information_system,9,1,19,True,False,False,False,0,False,0,False,0,False,0,False,0,False,0,False,0,False,0,False,0,False,0,True,0,False,0,False,0,False,0,0,0
Платформа Связь #448,communications,regional,local,information_system,4,4,22,False,False,False,False,0,False,0,False,0,True,2,False,0,False,0,False,0,False,0,False,0,False,0,False,0,False,0,False,0,False,0,2,61
Сервис Химическая промышленность #449,chemistry,municipal,federal,information_system,7,1,38,True,False,True,False,0,False,0,False,0,False,0,False,0,True,3,False,0,False,0,True,3,False,0,True,1,False,0,False,0,False,0,3,100
ИС Финансовый рынок #450,finance,municipal,regional,information_system,3,4,28,False,True,True,False,0,False,0,True,1,False,0,False,0,False,0,False,0,True,3,True,2,True,0,False,0,False,0,False,0,False,0,3,100
Сервис Оборонная промышленность #451,defense,regional,intersectoral,telecom_network,6,8,32,True,False,True,False,0,False,0,False,0,False,0,False,0,False,0,False,0,False,0,False,0,False,0,False,0,False,0,True,3,True,1,3,97
Контур Наука #452,science,regional,federal,information_system,7,10,9,True,False,False,False,0,False,0,False,0,False,0,False,0,False,0,False,0,False,0,False,0,False,0,False,0,False,0,False,0,False,0,0,0
ИС Энергетика #453,energy,federal,regional,information_system,4,6,22,True,False,False,True,2,True,2,False,0,False,0,False,0,False,0,False,0,False,0,False,0,False,0,True,0,False,0,False,0,False,0,2,72
АСУ Энергетика #454,energy,municipal,local,information_system,9,4,2,False,False,True,False,0,True,2,False,0,False,0,False,0,False,0,False,0,True,3,True,0,False,0,True,1,True,3,False,0,False,0,3,100
Платформа Энергетика #455,energy|defense,regional,regional,information_system,4,2,23,False,False,True,False,0,False,0,False,0,False,0,False,0,False,0,False,0,True,2,False,0,False,0,False,0,True,3,True,2,True,2,3,100
Подсистема ТЭК #456,fuel_energy,private,intersectoral,process_control_system,7,4,49,False,True,True,False,0,True,1,False,0,False,0,True,1,True,2,False,0,False,0,False,0,False,0,False,0,True,3,False,0,False,0,3,100
Сервис Здравоохранение #457,health,municipal,regional,process_control_system,7,5,24,True,True,False,True,2,False,0,False,0,False,0,False,0,False,0,False,0,False,0,False,0,False,0,False,0,False,0,False,0,False,0,2,61
ИС Наука #458,science,federal,federal,telecom_network,5,2,12,True,False,False,False,0,True,0,False,0,False,0,False,0,False,0,False,0,False,0,False,0,False,0,False,0,False,0,False,0,False,0,0,0
ИС Энергетика #459,energy,private,local,information_system,4,5,19,False,False,False,False,0,True,1,False,0,False,0,False,0,False,0,False,0,True,3,False,0,False,0,False,0,True,1,False,0,False,0,3,100
